loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default,quarter,age_grp,high_dti,low_score,z_credit_score,z_dti_ratio,z_monthly_income,z_loan_amount,z_interest_rate,z_age,PD_hat,risk_segment,LGD,EL_loan,income_loan
81,90789,2024-03-16,34,M,98976.0,employed,10.9,Ural,online,renovation,360000,12,18.3,33056.0,633.0,1,52.1,0,0,2024Q1,26-35,0,0,0.0349646752892745,-0.3019463124587403,0.6202198548224044,-0.17795318690187747,0.26292147426578416,-0.2062782486675673,0.0877624190531971,LOW,0.7,11237.959329290046,36672.0
82,56591,2023-05-28,34,M,98485.0,employed,13.9,Ural,partner,car,760000,36,14.8,26271.0,737.0,5,72.0,14,0,2023Q2,26-35,1,0,1.4187791948791006,1.0864283577434737,0.6044593961629499,1.4079138118977532,-1.3482326608946775,-0.2062782486675673,0.07487277639510585,LOW,0.45,15251.51623260792,185756.0
83,90812,2023-01-09,40,M,66435.0,self_employed,19.9,SPb,online,car,500000,36,16.0,17579.0,601.0,2,52.9,13,0,2023Q1,36-45,0,0,-0.3908244076614413,-0.24613225536518418,-0.42430374036560353,0.3771002626779933,-0.795836957411091,0.28579830123803984,0.12287196993964591,MEDIUM,0.45,42243.335224049915,132844.0
84,24247,2023-10-15,37,F,73965.0,employed,19.0,Ural,branch,consumer,350000,12,19.2,32288.0,634.0,2,51.9,0,0,2023Q4,36-45,0,0,0.04827058413148437,-0.31589982673212963,-0.1826005759955565,-0.21759986187186825,0.6772182518784736,0.03976002628523627,0.08520484335120573,LOW,0.7,10925.793792365323,37456.0
85,25300,2024-01-23,41,F,77931.0,freelance,22.9,Moscow,online,consumer,220000,12,19.0,20274.0,673.0,0,41.0,0,0,2024Q1,36-45,0,0,0.5672010289776692,-1.0763663546318347,-0.05529715635523692,-0.7330066364817482,0.5851523012978762,0.36781105955564103,0.03231910069474538,LOW,0.7,6867.641812343917,23288.0
86,75065,2023-02-19,50,M,89289.0,self_employed,27.9,Ural,branch,car,760000,60,17.3,19011.0,476.0,0,81.2,199,1,2023Q1,46-55,1,1,-2.0540630129376747,1.728290014319372,0.3092798079097025,1.4079138118977532,-0.1974082786372049,1.1059258844140518,0.7941663525047041,HIGH,0.45,178696.20253164557,0.0
87,83798,2024-05-31,46,F,120877.0,employed,25.6,Moscow,partner,consumer,460000,36,17.9,16607.0,704.0,1,57.2,17,0,2024Q2,46-55,0,0,0.9796842030861751,0.05386830151268148,1.3232133478992172,0.21851356279803022,0.07878957310458755,0.777874851143647,0.05037556422678327,LOW,0.7,14359.614698537282,137852.0
88,10268,2024-09-29,41,M,60497.0,self_employed,18.7,SPb,partner,car,480000,36,13.4,16266.0,753.0,2,56.0,22,0,2024Q3,36-45,0,0,1.6316737363544587,-0.029852784127653242,-0.614905784194201,0.29780691273801174,-1.9926943149588623,0.36781105955564103,0.022924720314007576,LOW,0.45,9632.536567962898,105576.0
89,87807,2024-08-09,35,F,71774.0,employed,8.0,Ural,online,car,570000,36,15.2,19815.0,580.0,2,68.2,177,1,2024Q3,26-35,1,0,-0.6702484933478484,0.8213115865490813,-0.2529288141276645,0.6546269874679287,-1.1641007597334825,-0.1242654903499661,0.287986618428673,MEDIUM,0.45,48157.4021554169,0.0
90,13185,2024-11-07,28,F,58180.0,employed,8.2,South,branch,consumer,160000,12,17.5,14631.0,652.0,2,35.6,43,0,2024Q4,26-35,0,0,0.28777694329126197,-1.4531112400133401,-0.6892784577460468,-0.9708866863016928,-0.10534232805660741,-0.6983547985731744,0.023395701054827533,LOW,0.7,4994.648590795576,15572.0
91,64704,2023-10-05,43,M,79603.0,freelance,24.7,Siberia,online,car,750000,36,15.9,26331.0,623.0,2,78.7,3,0,2023Q4,36-45,1,0,-0.09809441313282417,1.5538710859020084,-0.0016281403091919576,1.3682671369277626,-0.8418699327013898,0.5318365761908435,0.35784112410482016,HIGH,0.45,176344.93670886077,197916.0
92,87779,2023-10-27,50,F,112072.0,employed,29.0,Ural,online,consumer,340000,36,20.7,12757.0,538.0,0,59.7,9,0,2023Q4,46-55,0,1,-1.229096664720663,0.22828722993004508,1.04058434892468,-0.257246536841859,1.3677128812329573,1.1059258844140518,0.34649964537793737,HIGH,0.7,124355.83684950773,119252.0
93,40099,2024-08-11,22,F,48526.0,freelance,3.7,South,branch,renovation,290000,60,18.7,7475.0,588.0,3,62.1,6,0,2024Q3,18-25,0,0,-0.5638012226101695,0.39572940121071404,-0.999159247763103,-0.45547991169181284,0.4470533754269791,-1.1904313484787816,0.25247106752647447,MEDIUM,0.7,38112.875779920585,158500.0
94,9571,2024-10-10,20,M,45656.0,self_employed,0.0,Ural,branch,consumer,160000,12,19.8,14806.0,541.0,2,47.1,3,0,2024Q4,18-25,0,1,-1.1891789381940332,-0.6507841692934675,-1.091282498990465,-0.9708866863016928,0.9534161036202677,-1.3544568651139839,0.1840590954181318,MEDIUM,0.7,21027.79353374929,17672.0
95,39044,2024-09-09,45,F,77238.0,self_employed,24.7,Ural,branch,consumer,250000,12,18.7,23003.0,623.0,1,40.8,8,0,2024Q3,36-45,0,0,-0.09809441313282417,-1.090319868905224,-0.07754155116379503,-0.614066611571776,0.4470533754269791,0.6958620928260458,0.05214951907691342,LOW,0.7,7804.138423118087,26036.0
96,52214,2024-08-29,20,F,52433.0,freelance,0.0,Siberia,online,renovation,310000,36,20.0,11521.0,465.0,1,67.4,114,1,2024Q3,18-25,1,1,-2.2004280102019833,0.7654975294555252,-0.8737496510574226,-0.37618656175183135,1.0454820542008652,-1.3544568651139839,0.685218559480334,HIGH,0.7,113383.2630098453,0.0
97,62228,2023-05-15,19,M,68814.0,employed,0.0,South,online,car,730000,60,16.1,17791.0,615.0,2,80.1,5,0,2023Q2,18-25,1,0,-0.20454168387050312,1.6515456858157314,-0.34794094779769624,1.288973786987781,-0.7498039821207915,-1.4364696234315852,0.37527028996922546,HIGH,0.45,171642.40506329114,337460.0
98,49984,2024-08-02,26,F,73934.0,employed,7.5,Ural,partner,consumer,210000,12,17.8,19233.0,699.0,5,50.9,9,0,2024Q3,26-35,0,0,0.9131546588751257,-0.3856673980990751,-0.18359563550358723,-0.772653311451739,0.03275659781428963,-0.8623803152083768,0.03548949821311402,LOW,0.7,6555.476275419193,20796.0
99,41774,2023-05-27,28,F,90344.0,employed,9.2,South,branch,car,560000,12,14.8,50492.0,697.0,2,54.7,9,0,2023Q2,26-35,0,0,0.886542841190706,-0.12055062690468211,0.34314392987655506,0.6149803124979379,-1.3482326608946775,-0.6983547985731744,0.042294380254546855,LOW,0.45,11237.959329290048,45904.0
100,3568,2024-05-04,24,M,96351.0,employed,2.5,Moscow,branch,consumer,360000,36,19.8,13342.0,612.0,3,62.5,12,0,2024Q2,18-25,0,0,-0.2444594103971327,0.4236364297574921,0.5359607835778661,-0.17795318690187747,0.9534161036202677,-1.0264058318435791,0.1972601850652445,MEDIUM,0.7,47312.5354509359,120312.0
101,63592,2024-04-22,28,M,55993.0,employed,8.0,South,branch,consumer,180000,36,18.6,6562.0,654.0,0,38.7,14,0,2024Q2,26-35,0,0,0.3143887609756817,-1.236831768775809,-0.759478301102925,-0.8915933363617113,0.4010204001366812,-0.6983547985731744,0.02993962485450664,LOW,0.7,5618.979664645023,56232.0
102,68563,2023-06-08,31,M,28115.0,unemployed,2.0,Moscow,partner,renovation,180000,12,20.8,16743.0,485.0,1,73.4,156,1,2023Q2,26-35,1,1,-1.934309833357786,1.1841029576571978,-1.6543256870668255,-0.8915933363617113,1.4137458565232568,-0.4523165236203709,0.8205772092716923,HIGH,0.7,65835.44303797469,0.0
103,3695,2024-01-19,45,F,124071.0,employed,25.8,Ural,online,car,1060000,36,16.3,37424.0,613.0,2,84.5,0,0,2024Q1,36-45,1,0,-0.23115350155492284,1.9585229998302918,1.4257365759201905,2.5973140609974763,-0.657738031540194,0.6958620928260458,0.45842179267215777,HIGH,0.45,249234.17721518988,287264.0
104,49190,2023-06-12,50,F,78132.0,self_employed,26.6,Siberia,partner,consumer,200000,24,20.3,10208.0,596.0,0,49.7,0,0,2023Q2,46-55,0,0,-0.4573539518724906,-0.4693884837394093,-0.04884531889994085,-0.8122999864217298,1.1835809800717623,1.1059258844140518,0.12894374443662157,MEDIUM,0.7,26284.74191718661,44992.0
105,6258,2024-03-16,50,M,69436.0,employed,9.5,Siberia,partner,education,210000,36,15.1,7290.0,684.0,0,38.5,36,0,2024Q1,46-55,0,0,0.7135660262419777,-1.2507852830491983,-0.32797556024946656,-0.772653311451739,-1.2101337350237813,1.1059258844140518,0.022202905114246316,LOW,0.7,6555.476275419193,52440.0
106,88538,2023-07-08,43,F,108767.0,employed,23.9,Moscow,branch,consumer,480000,36,18.7,17522.0,681.0,0,43.0,6,0,2023Q3,36-45,0,0,0.6736482997153481,-0.9368312118979439,0.9344981658910804,0.29780691273801174,0.4470533754269791,0.5318365761908435,0.02964760571590131,LOW,0.7,14983.945772386727,150792.0
107,40504,2024-02-19,32,F,78367.0,employed,10.2,South,branch,consumer,280000,36,18.8,10235.0,664.0,3,46.5,16,0,2024Q1,26-35,0,0,0.4474478493977804,-0.6926447121136349,-0.041302125855191704,-0.49512658666180365,0.4930863507172787,-0.3703037653027697,0.043742577553452434,LOW,0.7,8740.635033892258,88460.0
108,34159,2023-12-05,34,F,74256.0,self_employed,15.4,Moscow,branch,consumer,200000,24,18.6,10043.0,724.0,2,40.0,0,0,2023Q4,26-35,0,0,1.2458023799303724,-1.1461339259987802,-0.17325985609759054,-0.8122999864217298,0.4010204001366812,-0.2062782486675673,0.015755729938562467,LOW,0.7,6243.31073849447,41032.0
109,14986,2024-08-29,29,M,68172.0,employed,6.9,Moscow,branch,consumer,200000,36,18.5,7281.0,633.0,1,42.9,11,0,2024Q3,26-35,0,0,0.0349646752892745,-0.9438079690346386,-0.36854830922207477,-0.8122999864217298,0.3549874248463816,-0.6163420402555733,0.04854457285696153,LOW,0.7,6243.31073849447,62116.0
110,62858,2023-06-30,34,M,95735.0,employed,14.3,Siberia,online,consumer,260000,24,20.5,13297.0,592.0,2,56.0,26,0,2023Q2,26-35,0,0,-0.5105775872413301,-0.029852784127653242,0.5161879881924811,-0.5744199366017851,1.2756469306523597,-0.2062782486675673,0.17997046078526371,MEDIUM,0.7,34170.1644923426,59128.0
111,13666,2023-10-15,24,F,89624.0,self_employed,3.2,Siberia,online,car,710000,12,16.6,64621.0,620.0,1,64.5,0,0,2023Q4,18-25,0,0,-0.13801213965945378,0.5631715724913829,0.32003287033519595,1.2096804370477994,-0.5196391056692969,-1.0264058318435791,0.19615811358305174,MEDIUM,0.45,59985.53601815088,65452.0
112,39660,2023-07-06,47,M,75280.0,freelance,28.2,Siberia,partner,car,570000,60,17.1,14197.0,578.0,4,82.2,4,0,2023Q3,46-55,1,1,-0.6968603110322682,1.7980575856863175,-0.14039079363876875,0.6546269874679287,-0.28947422921780236,0.8598876094612482,0.5614292799237027,HIGH,0.45,134022.15189873418,281820.0
113,4561,2023-05-18,25,F,63882.0,employed,1.3,South,branch,renovation,450000,36,19.5,16609.0,527.0,1,60.5,169,1,2023Q2,18-25,0,1,-1.3754616619849713,0.2841012870236012,-0.5062517056560059,0.17886688782803944,0.8153171777493707,-0.944393073525978,0.37387296253469077,HIGH,0.7,164588.6075949367,0.0
114,27854,2023-05-10,49,F,139608.0,freelance,30.4,Moscow,branch,car,1500000,60,16.9,37198.0,592.0,0,84.8,187,1,2023Q2,46-55,1,0,-0.5105775872413301,1.9794532712403752,1.924453981606435,4.3417677596770705,-0.3815401797984015,1.0239131260964505,0.5662402465464884,HIGH,0.45,352689.87341772154,0.0
115,65505,2023-07-13,55,M,112051.0,self_employed,29.1,Moscow,online,car,940000,48,15.8,26544.0,632.0,0,78.0,9,0,2023Q3,46-55,1,0,0.021658766447064635,1.5050337859451464,1.0399102763547237,2.121553961357587,-0.8879029079916885,1.5159896760020577,0.31695873345026115,HIGH,0.45,221018.98734177218,334112.0
116,53251,2023-11-12,47,F,90148.0,self_employed,28.8,South,branch,consumer,340000,60,19.3,8876.0,649.0,1,60.7,221,1,2023Q4,46-55,0,0,0.24785921676463238,0.2980548012969905,0.3368525858902962,-0.257246536841859,0.7232512271687732,0.8598876094612482,0.1277588573804835,MEDIUM,0.7,44684.06125921724,0.0
117,23662,2023-05-24,33,M,104980.0,employed,14.0,Ural,online,renovation,700000,24,16.2,34341.0,772.0,1,52.5,0,0,2023Q2,26-35,0,0,1.884486004356446,-0.27403928391196225,0.8129404124422932,1.1700337620778087,-0.7037710068304935,-0.28829100698516846,0.016355164178010362,LOW,0.7,21851.587584730645,124184.0
118,9392,2023-01-16,43,M,79531.0,employed,22.5,South,branch,consumer,200000,60,19.9,5288.0,607.0,4,55.9,8,0,2023Q1,36-45,0,0,-0.31098895460818204,-0.036829541264347884,-0.003939246263327865,-0.8122999864217298,0.9994490789105657,0.5318365761908435,0.1475133996712565,MEDIUM,0.7,26284.74191718661,117280.0
119,31535,2023-10-29,47,M,60436.0,employed,23.1,South,branch,education,130000,36,15.5,4538.0,705.0,3,35.5,5,0,2023Q4,46-55,0,0,0.9929901119283849,-1.4600879971500347,-0.6168638045164551,-1.0898267112116653,-1.0260018338625856,0.8598876094612482,0.014946628349296727,LOW,0.7,4058.1519800214055,33368.0
120,79603,2024-02-27,39,M,30855.0,unemployed,0.0,Ural,partner,consumer,100000,24,21.0,5139.0,620.0,1,53.5,5,0,2024Q1,36-45,0,0,-0.13801213965945378,-0.20427171254501683,-1.5663752660344312,-1.2087667361216374,1.5058118071038542,0.20378554292043866,0.20996035993847464,MEDIUM,0.7,13142.370958593305,23336.0
121,53256,2023-09-02,55,M,65639.0,employed,36.3,Ural,online,consumer,190000,12,19.4,17546.0,637.0,0,38.9,0,0,2023Q3,46-55,0,0,0.08818831065811397,-1.2228782545024204,-0.44985430063632825,-0.8519466613917206,0.7692842024590711,1.5159896760020577,0.039198420082460765,LOW,0.7,5931.145201569746,20552.0
122,90135,2023-04-17,21,F,20046.0,unemployed,0.2,SPb,branch,consumer,50000,12,22.3,4687.0,449.0,0,54.0,141,1,2023Q2,18-25,0,1,-2.413322551677341,-0.1693879268615441,-1.9133300473990844,-1.4070001109715913,2.10424048587774,-1.2724441067963828,0.6883181208338128,HIGH,0.7,18287.62306610408,0.0
123,36222,2023-03-29,55,F,164888.0,employed,34.3,Moscow,online,car,1430000,60,15.0,34020.0,700.0,0,84.7,38,0,2023Q1,46-55,1,0,0.9264605677173356,1.972476514103681,2.7359089610585983,4.064241034887135,-1.2561667103140801,1.5159896760020577,0.22347958701909826,MEDIUM,0.45,120815.93874078275,611200.0
124,78373,2023-05-09,40,M,99475.0,employed,21.2,Ural,branch,education,370000,24,16.3,18169.0,614.0,1,48.4,12,0,2023Q2,36-45,0,0,-0.21784759271271298,-0.5600863265164386,0.6362371030323185,-0.1383065119318867,-0.657738031540194,0.28579830123803984,0.09556409967486502,LOW,0.7,11550.124866214768,66056.0
125,80575,2023-12-07,31,F,76954.0,employed,10.5,Siberia,branch,consumer,370000,60,19.8,9762.0,626.0,3,48.4,30,0,2023Q4,26-35,0,0,-0.05817668660619457,-0.5600863265164386,-0.0866575802051089,-0.1383065119318867,0.9534161036202677,-0.4523165236203709,0.07964539529555921,LOW,0.7,11550.124866214768,215720.0
126,97354,2023-01-04,27,M,50461.0,employed,11.0,Ural,online,car,420000,48,14.6,11604.0,672.0,3,68.6,10,0,2023Q1,26-35,1,0,0.5538951201354593,0.8492186150958588,-0.9370482752457006,0.05992686291806714,-1.4402986114752758,-0.7803675568907756,0.11801855799799625,MEDIUM,0.45,35484.40158820192,136992.0
127,85651,2023-11-23,35,M,23177.0,unemployed,0.1,Moscow,online,consumer,70000,48,22.5,2224.0,524.0,5,65.4,14,0,2023Q4,26-35,1,1,-1.415379388511601,0.6259623867216343,-1.8128290370879798,-1.3277067610316098,2.196306436458338,-0.1242654903499661,0.654689699371727,HIGH,0.7,25602.67229254571,36752.0
128,64335,2024-02-14,49,F,61099.0,freelance,27.1,Moscow,branch,car,550000,48,17.1,15899.0,593.0,1,72.9,17,0,2024Q1,46-55,1,0,-0.4972716783991202,1.149219171973725,-0.5955823705221203,0.5753336375279472,-0.28947422921780236,1.0239131260964505,0.37534685120588007,HIGH,0.45,129319.62025316458,213152.0
129,11965,2023-11-02,41,F,142480.0,self_employed,16.2,Moscow,branch,car,1310000,60,16.3,32066.0,603.0,4,84.8,182,1,2023Q4,36-45,1,0,-0.3642125899770215,1.9794532712403752,2.0166414302214117,3.5884809352472455,-0.657738031540194,0.36781105955564103,0.5116041824383577,HIGH,0.45,308015.82278481015,0.0
130,25538,2024-08-29,34,F,67082.0,self_employed,10.8,Ural,online,renovation,710000,36,17.7,25561.0,618.0,2,70.1,0,0,2024Q3,26-35,1,0,-0.1646239573438735,0.953869972146277,-0.40353588547218777,1.2096804370477994,-0.013276377476009934,-0.2062782486675673,0.2581045242901881,MEDIUM,0.7,93310.83380601248,210196.0
131,71592,2024-12-21,39,M,46251.0,self_employed,18.2,Ural,branch,renovation,320000,36,14.3,10984.0,803.0,1,31.7,2,0,2024Q4,36-45,0,0,2.296969178464952,-1.7252047683444274,-1.0721837761750364,-0.33653988678184055,-1.578397537346172,0.20378554292043866,0.0028512075607162565,LOW,0.7,9989.297181591151,75424.0
132,99018,2023-08-13,63,F,38767.0,unemployed,0.6,SPb,partner,consumer,230000,24,22.1,11943.0,534.0,0,71.8,169,1,2023Q3,56+,1,1,-1.2823203000895023,1.0724748434700844,-1.3124104006299409,-0.6933599615117575,2.012174535297143,2.172091742542867,0.710027428206615,HIGH,0.7,84123.06610407875,0.0
133,9110,2023-12-14,23,F,92159.0,employed,7.0,Ural,branch,education,250000,24,16.4,12289.0,605.0,3,62.2,4,0,2023Q4,18-25,0,0,-0.33760077229260177,0.40270615834740864,0.40140305913706437,-0.614066611571776,-0.611705056249896,-1.1084185901611805,0.21611788478767188,MEDIUM,0.7,32855.92739648326,44936.0
134,80309,2023-11-17,21,F,72314.0,freelance,0.0,Moscow,branch,car,720000,48,16.9,20738.0,566.0,3,80.8,192,1,2023Q4,18-25,1,1,-0.8565312171387867,1.7003829857725934,-0.23559551947164517,1.2493271120177902,-0.3815401797984015,-1.2724441067963828,0.5702315896885426,HIGH,0.45,169291.13924050634,0.0
135,28266,2024-07-12,47,M,90219.0,self_employed,27.9,Siberia,partner,education,390000,36,16.0,13711.0,678.0,3,64.0,11,0,2024Q3,46-55,0,0,0.6337305731887185,0.5282877868079102,0.33913159315062463,-0.05901316199190517,-0.795836957411091,0.8598876094612482,0.11998917869233142,MEDIUM,0.7,51255.24673851389,103596.0
136,53992,2023-06-30,24,F,22221.0,unemployed,0.8,SPb,online,consumer,80000,24,22.0,4150.0,532.0,4,63.5,90,1,2023Q2,18-25,0,1,-1.3089321177739222,0.49340400112443755,-1.8435153883678954,-1.2880600860616191,1.9661415600068433,-1.0264058318435791,0.5961481535180129,HIGH,0.7,29260.196905766526,0.0
137,83948,2024-09-09,30,F,73810.0,freelance,7.6,Ural,branch,education,160000,48,16.9,4609.0,596.0,3,60.1,122,1,2024Q3,26-35,0,0,-0.4573539518724906,0.25619425847682314,-0.1875758735357102,-0.9708866863016928,-0.3815401797984015,-0.534329281937972,0.23671733290772168,MEDIUM,0.7,21027.79353374929,0.0
138,99806,2024-12-11,49,F,35952.0,unemployed,1.9,SPb,online,consumer,170000,36,21.3,6431.0,501.0,0,58.6,4,0,2024Q4,46-55,0,1,-1.721415291882428,0.151542901426405,-1.4027682236978933,-0.9312400113317021,1.6439107329747513,1.0239131260964505,0.598943147217314,HIGH,0.7,62177.918424753865,61516.0
139,7910,2024-01-21,35,M,122905.0,self_employed,9.3,Moscow,branch,renovation,920000,36,17.4,32984.0,651.0,2,83.3,17,0,2024Q1,26-35,1,0,0.27447103444905213,1.874801914189957,1.3883094989407119,2.0422606114176056,-0.15137530334690696,-0.1242654903499661,0.3504919531650324,HIGH,0.7,336492.264416315,267424.0
140,91982,2024-09-09,28,M,101001.0,employed,8.1,Moscow,online,education,320000,36,12.7,10736.0,814.0,1,29.0,0,0,2024Q3,26-35,0,0,2.4433341757292606,-1.91357721103518,0.6852197097824768,-0.33653988678184055,-2.314925141990955,-0.6983547985731744,0.0023413840990114437,LOW,0.7,9989.297181591151,66496.0
141,1206,2023-04-18,35,M,82837.0,employed,14.7,South,branch,education,220000,36,15.4,7670.0,697.0,4,32.8,31,0,2023Q2,26-35,0,0,0.886542841190706,-1.6484604398407876,0.10217903546407922,-0.7330066364817482,-1.0720348091528842,-0.1242654903499661,0.013977953747728946,LOW,0.7,6867.641812343917,56120.0
142,88054,2024-06-14,36,M,108888.0,self_employed,17.9,Moscow,partner,car,1010000,48,15.4,28314.0,629.0,2,84.2,0,0,2024Q2,36-45,1,0,-0.018258960079564967,1.9375927284202084,0.938382107841781,2.3990806861475225,-1.0720348091528842,-0.04225273203236492,0.4051431871489913,HIGH,0.45,237477.84810126584,349072.0
143,88897,2024-02-14,40,M,61058.0,freelance,15.1,Moscow,online,consumer,190000,24,19.8,9652.0,659.0,3,49.8,31,0,2024Q1,36-45,0,0,0.38091830518673103,-0.4624117266027151,-0.5968984169682254,-0.8519466613917206,0.9534161036202677,0.28579830123803984,0.06656999510688331,LOW,0.7,5931.145201569746,41648.0
144,24419,2023-10-23,33,M,76322.0,employed,14.1,Moscow,online,car,590000,60,14.8,13974.0,669.0,0,62.7,16,0,2023Q4,26-35,0,0,0.5139773936088298,0.43758994403088136,-0.10694395469141298,0.7339203374079102,-1.3482326608946775,-0.28829100698516846,0.0903745870653237,LOW,0.45,11839.99286478773,248440.0
145,51636,2023-06-20,26,F,89629.0,employed,0.0,South,online,renovation,520000,36,17.6,18695.0,652.0,1,50.8,18,0,2023Q2,26-35,0,0,0.28777694329126197,-0.39264415523576973,0.3201933638042332,0.45639361261797484,-0.05930935276630786,-0.8623803152083768,0.0627768342988311,LOW,0.7,16232.607920085622,153020.0
146,51015,2023-11-27,40,M,105388.0,employed,21.3,SPb,branch,car,990000,24,15.0,48002.0,685.0,1,66.5,11,0,2023Q4,36-45,1,0,0.7268719350841876,0.7027067152252738,0.82603667951573,2.3197873362075407,-1.2561667103140801,0.28579830123803984,0.09725723474421481,LOW,0.45,19867.106671423477,162048.0
147,55268,2024-05-07,38,M,89280.0,freelance,19.1,SPb,partner,renovation,570000,36,19.2,20952.0,561.0,1,76.2,0,0,2024Q2,36-45,1,1,-0.923060761349836,1.3794521574846448,0.3089909196654355,0.6546269874679287,0.6772182518784736,0.12177278460283747,0.5403100740288681,HIGH,0.7,208478.9029535865,184272.0
148,88939,2023-07-14,35,M,106541.0,employed,15.0,SPb,branch,consumer,300000,48,18.1,8828.0,707.0,2,43.7,1,0,2023Q3,26-35,0,0,1.0196019296128047,-0.8879939119410819,0.863046473475712,-0.4158332367218221,0.17085552368518667,-0.1242654903499661,0.021957890752795008,LOW,0.7,9364.966107741706,123744.0
149,19141,2023-01-12,25,M,64415.0,self_employed,3.8,South,branch,car,530000,60,15.5,12748.0,626.0,0,62.0,21,0,2023Q1,18-25,0,0,-0.05817668660619457,0.3887526440740194,-0.4891431018566387,0.4960402875879656,-1.0260018338625856,-0.944393073525978,0.14980201279016314,MEDIUM,0.45,44777.93533749291,234880.0
